tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,year,winner_country,loser_country,winner_lat,winner_long,loser_lat,loser_long
2011-319,Kitzbuhel,Clay,28,A,31/7/2011,27,104898,NA,NA,Robin Haase,R,190,NED,24.32032854,103656,NA,NA,Albert Montanes,R,175,ESP,30.67761807,6-4 4-6 6-1,3,FALSE,121,4,4,93,43,30,26,14,7,10,3,3,73,34,24,18,13,5,10,53,886,50,915,2011,Netherlands,Spain,52.132633,5.291266,40.463667,-3.74922
2011-418,Washington,Hard,48,A,31/7/2011,47,103285,NA,NA,Radek Stepanek,R,185,CZE,32.67624914,104792,1,NA,Gael Monfils,R,193,FRA,24.91444216,6-4 6-4,3,FALSE,93,2,2,56,21,19,22,10,0,0,8,4,52,34,26,10,10,0,2,54,883,7,2695,2011,Czechia,France,NA,NA,46.227638,2.213749
2011-421,Canada Masters,Hard,56,M,8/8/2011,55,104925,1,NA,Novak Djokovic,R,188,SRB,24.21355236,103888,6,NA,Mardy Fish,R,188,USA,29.66187543,6-2 3-6 6-4,3,FALSE,144,4,2,96,61,43,18,14,8,10,8,3,83,43,31,19,13,5,8,1,12860,8,2505,2011,Serbia,United States,44.016521,21.005859,37.09024,-95.712891
2011-422,Cincinnati Masters,Hard,56,M,14/8/2011,55,104918,4,NA,Andy Murray,R,190,GBR,24.25188227,104925,1,NA,Novak Djokovic,R,188,SRB,24.23271732,6-4 3-0 RET,3,FALSE,72,1,0,34,19,16,8,6,1,2,0,1,50,33,18,5,7,2,6,4,5715,1,13500,2011,United Kingdom,Serbia,55.378051,-3.435973,44.016521,21.005859
2011-6242,Winston-Salem,Hard,48,A,21/8/2011,47,104545,4,NA,John Isner,R,206,USA,26.32169747,103898,NA,Q,Julien Benneteau,R,185,FRA,29.67008898,4-6 6-3 6-4,3,FALSE,121,19,5,85,61,51,10,15,2,3,6,1,78,47,36,20,14,4,6,28,1340,113,478,2011,United States,France,37.09024,-95.712891,46.227638,2.213749
2011-560,US Open,Hard,128,G,29/8/2011,127,104925,1,NA,Novak Djokovic,R,188,SRB,24.27104723,104745,2,NA,Rafael Nadal,L,185,ESP,25.23750856,6-2 6-4 6-7(3) 6-1,5,FALSE,250,7,1,127,84,55,19,19,8,14,2,3,141,96,50,19,18,15,27,1,13920,2,11420,2011,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2011-773,Bucharest,Clay,28,A,19/9/2011,27,104252,2,NA,Florian Mayer,R,190,GER,27.95619439,104665,4,NA,Pablo Andujar,R,180,ESP,25.65366188,6-3 6-1,3,FALSE,71,0,1,48,27,20,11,8,2,3,1,2,51,37,20,4,8,2,7,24,1485,43,942,2011,Germany,Spain,51.165691,10.451526,40.463667,-3.74922
2011-341,Metz,Hard,28,A,19/9/2011,27,104542,1,NA,Jo-Wilfried Tsonga,R,188,FRA,26.42299795,103344,4,NA,Ivan Ljubicic,R,193,CRO,32.50376454,6-3 6-7(4) 6-3,3,FALSE,156,14,4,80,43,37,17,14,2,4,12,5,110,55,38,26,16,7,13,10,2710,29,1315,2011,France,Croatia,46.227638,2.213749,45.1,15.2
2011-1720,Bangkok,Hard,28,A,26/9/2011,27,104918,1,NA,Andy Murray,R,190,GBR,24.36687201,105385,NA,NA,Donald Young,L,183,USA,22.17659138,6-2 6-0,3,FALSE,48,5,0,37,28,23,6,7,0,0,0,1,34,25,8,4,7,0,5,4,7165,55,800,2011,United Kingdom,United States,55.378051,-3.435973,37.09024,-95.712891
2011-6003,Kuala Lumpur,Hard,28,A,26/9/2011,27,104386,3,NA,Janko Tipsarevic,R,180,SRB,27.26078029,104571,NA,WC,Marcos Baghdatis,R,183,CYP,26.275154,6-4 7-5,3,FALSE,126,9,0,79,40,27,21,11,8,11,9,2,75,35,25,15,11,6,11,17,1870,60,770,2011,Serbia,Cyprus,44.016521,21.005859,35.126413,33.429859
2011-747,Beijing,Hard,32,A,3/10/2011,31,104607,3,NA,Tomas Berdych,R,196,CZE,26.04243669,105227,NA,NA,Marin Cilic,R,198,CRO,23.01163587,3-6 6-4 6-1,3,FALSE,121,7,1,84,52,37,18,13,3,5,7,1,71,37,21,23,13,1,5,10,2775,25,1435,2011,Czechia,Croatia,NA,NA,45.1,15.2
2011-329,Tokyo,Hard,32,A,3/10/2011,31,104918,2,NA,Andy Murray,R,190,GBR,24.38603696,104745,1,NA,Rafael Nadal,L,185,ESP,25.33333333,3-6 6-2 6-0,3,FALSE,136,6,1,64,39,31,16,11,5,6,3,0,77,53,23,17,12,4,9,4,7415,2,10575,2011,United Kingdom,Spain,55.378051,-3.435973,40.463667,-3.74922
2011-5014,Shanghai Masters,Hard,56,M,9/10/2011,55,104918,2,NA,Andy Murray,R,190,GBR,24.40520192,103970,3,NA,David Ferrer,R,175,ESP,29.52224504,7-5 6-4,3,FALSE,106,7,4,59,37,32,9,11,2,4,1,4,80,35,24,20,11,5,9,4,7825,5,4200,2011,United Kingdom,Spain,55.378051,-3.435973,40.463667,-3.74922
2011-438,Moscow,Hard,28,A,17/10/2011,27,104386,1,NA,Janko Tipsarevic,R,180,SRB,27.31827515,104678,2,NA,Viktor Troicki,R,193,SRB,25.68104038,6-4 6-2,3,FALSE,88,3,1,47,21,19,15,9,0,1,9,1,73,47,32,6,9,8,12,14,2040,16,1920,2011,Serbia,Serbia,44.016521,21.005859,44.016521,21.005859
2011-429,Stockholm,Hard,28,A,17/10/2011,27,104792,1,NA,Gael Monfils,R,193,FRA,25.12525667,103813,NA,NA,Jarkko Nieminen,L,185,FIN,30.23408624,7-5 3-6 6-2,3,FALSE,112,13,1,75,54,38,9,14,3,7,1,4,96,61,35,18,15,11,17,10,2525,73,701,2011,France,Finland,46.227638,2.213749,61.92411,25.748151
2011-568,St. Petersburg,Hard,32,A,24/10/2011,31,105227,4,NA,Marin Cilic,R,198,CRO,23.06913073,104386,2,NA,Janko Tipsarevic,R,180,SRB,27.33744011,6-3 3-6 6-2,3,FALSE,138,3,2,85,49,34,22,13,4,5,4,2,77,47,35,14,13,5,8,22,1645,13,2245,2011,Croatia,Serbia,45.1,15.2,44.016521,21.005859
2011-337,Vienna,Hard,28,A,24/10/2011,27,104542,1,NA,Jo-Wilfried Tsonga,R,188,FRA,26.51882272,105223,2,NA,Juan Martin del Potro,R,198,ARG,23.08281999,6-7(5) 6-3 6-4,3,FALSE,148,25,5,96,55,45,24,16,3,4,7,2,103,66,46,19,15,4,7,9,2880,15,2030,2011,France,Argentina,46.227638,2.213749,-38.416097,-63.616672
2011-328,Basel,Hard,32,A,31/10/2011,31,103819,3,NA,Roger Federer,R,185,SUI,30.22861054,105453,NA,WC,Kei Nishikori,R,178,JPN,21.83709788,6-1 6-3,3,FALSE,72,5,0,39,25,22,11,8,1,1,0,4,65,30,16,18,8,9,13,4,7530,32,1225,2011,Switzerland,Japan,46.818188,8.227512,36.204824,138.252924
2011-573,Valencia,Hard,32,A,31/10/2011,31,104719,NA,NA,Marcel Granollers,R,190,ESP,25.5523614,104338,NA,WC,Juan Monaco,R,185,ARG,27.58932238,6-2 4-6 7-6(3),3,FALSE,180,7,1,97,60,43,20,15,6,9,1,1,98,74,48,9,15,6,10,34,1145,41,990,2011,Spain,Argentina,40.463667,-3.74922,-38.416097,-63.616672
2011-352,Paris Masters,Hard,48,M,7/11/2011,13,103819,3,NA,Roger Federer,R,185,SUI,30.2477755,104542,6,NA,Jo-Wilfried Tsonga,R,188,FRA,26.55715264,6-1 7-6(3),3,FALSE,86,4,1,70,43,38,14,10,4,4,7,2,61,37,28,12,9,3,5,4,7530,8,2935,2011,Switzerland,France,46.818188,8.227512,46.227638,2.213749
2011-605,Tour Finals,Hard,16,F,20/11/2011,8,103819,NA,NA,Roger Federer,R,185,SUI,30.28610541,104542,NA,NA,Jo-Wilfried Tsonga,R,188,FRA,26.59548255,6-3 6-7(6) 6-3,3,FALSE,139,11,2,98,54,43,26,16,2,3,11,5,98,49,36,26,14,6,9,4,6670,6,3535,2011,Switzerland,France,46.818188,8.227512,46.227638,2.213749
2012-339,Brisbane,Hard,32,A,1/1/2012,31,104918,1,NA,Andy Murray,R,190,GBR,24.63518138,105238,3,NA,Alexandr Dolgopolov,R,180,UKR,23.15126626,6-1 6-3,3,FALSE,66,9,2,47,30,25,9,8,3,4,2,4,66,35,19,11,8,5,10,4,7380,15,1925,2012,United Kingdom,Ukraine,55.378051,-3.435973,48.379433,31.16558
2012-891,Chennai,Hard,28,A,2/1/2012,27,105683,4,NA,Milos Raonic,R,196,CAN,21.01574264,104386,1,NA,Janko Tipsarevic,R,180,SRB,27.52908966,6-7(4) 7-6(4) 7-6(4),3,FALSE,194,35,1,113,83,73,15,18,4,4,8,2,138,83,59,34,18,9,9,31,1255,9,2595,2012,Canada,Serbia,56.130366,-106.346771,44.016521,21.005859
2012-451,Doha,Hard,32,A,2/1/2012,31,104542,3,NA,Jo-Wilfried Tsonga,R,188,FRA,26.71047228,104792,4,NA,Gael Monfils,R,193,FRA,25.33607118,7-5 6-3,3,FALSE,117,2,0,60,32,24,20,11,1,2,0,1,53,37,24,7,10,0,3,6,4335,16,1910,2012,France,France,46.227638,2.213749,46.227638,2.213749
2012-301,Auckland,Hard,28,A,9/1/2012,27,103970,1,NA,David Ferrer,R,175,ESP,29.77138946,103694,NA,NA,Olivier Rochus,R,168,BEL,30.97330595,6-3 6-4,3,FALSE,96,9,1,70,32,26,19,10,3,4,0,1,55,33,17,15,9,1,4,5,4925,68,704,2012,Spain,Belgium,40.463667,-3.74922,50.503887,4.469936
2012-338,Sydney,Hard,28,A,9/1/2012,27,103813,NA,Q,Jarkko Nieminen,L,185,FIN,30.46406571,103898,NA,NA,Julien Benneteau,R,185,FRA,30.05338809,6-2 7-5,3,FALSE,80,4,1,54,43,32,6,10,0,1,2,3,57,40,24,8,10,2,6,77,666,49,900,2012,Finland,France,61.92411,25.748151,46.227638,2.213749
2012-580,Australian Open,Hard,128,G,16/1/2012,127,104925,1,NA,Novak Djokovic,R,188,SRB,24.65434634,104745,2,NA,Rafael Nadal,L,185,ESP,25.62080767,5-7 6-4 6-2 6-7(5) 7-5,5,FALSE,353,9,2,166,98,67,43,27,2,6,10,4,203,135,88,32,27,13,20,1,13630,2,9595,2012,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2012-375,Montpellier,Hard,28,A,30/1/2012,27,104607,1,NA,Tomas Berdych,R,196,CZE,26.36824093,104792,3,NA,Gael Monfils,R,193,FRA,25.41273101,6-2 4-6 6-3,3,FALSE,125,12,2,93,58,45,17,14,4,5,11,6,91,56,46,10,13,7,10,7,3700,13,1970,2012,Czechia,France,NA,NA,46.227638,2.213749
2012-505,Santiago,Clay,28,A,30/1/2012,27,104338,1,NA,Juan Monaco,R,185,ARG,27.8384668,104122,7,NA,Carlos Berlocq,R,183,ARG,28.98836413,6-3 6-7(1) 6-1,3,FALSE,166,2,1,109,78,52,21,15,8,9,1,4,85,60,35,17,13,3,7,29,1300,55,836,2012,Argentina,Argentina,-38.416097,-63.616672,-38.416097,-63.616672
2012-2276,Zagreb,Hard,32,A,30/1/2012,31,104022,3,NA,Mikhail Youzhny,R,183,RUS,29.59890486,105041,NA,NA,Lukas Lacko,R,185,SVK,24.24093087,6-2 6-3,3,FALSE,69,4,1,48,31,22,14,9,0,0,6,0,50,34,21,7,8,4,7,39,1025,97,596,2012,Russia,Slovakia,61.52401,105.318756,48.669026,19.699024
2012-407,Rotterdam,Hard,32,A,13/2/2012,31,103819,1,NA,Roger Federer,R,185,SUI,30.51608487,105223,3,NA,Juan Martin del Potro,R,198,ARG,23.38945927,6-1 6-4,3,FALSE,86,5,3,69,34,27,18,9,7,7,6,1,46,27,17,9,8,2,5,3,8010,10,2585,2012,Switzerland,Argentina,46.818188,8.227512,-38.416097,-63.616672
2012-424,San Jose,Hard,28,A,13/2/2012,27,105683,3,NA,Milos Raonic,R,196,CAN,21.13073238,104797,NA,NA,Denis Istomin,R,188,UZB,25.43463381,7-6(3) 6-2,3,FALSE,79,7,0,48,30,27,17,10,0,0,1,0,66,39,24,16,10,0,2,32,1140,61,767,2012,Canada,Uzbekistan,56.130366,-106.346771,41.377491,64.585262
2012-533,Sao Paulo,Clay,28,A,13/2/2012,27,104597,1,NA,Nicolas Almagro,R,183,ESP,26.48049281,103835,NA,NA,Filippo Volandri,R,183,ITA,30.43942505,6-3 4-6 6-4,3,FALSE,122,18,2,73,42,37,16,14,1,3,0,2,107,77,45,16,15,7,11,11,2220,69,693,2012,Spain,Italy,40.463667,-3.74922,41.87194,12.56738
2012-506,Buenos Aires,Clay,32,A,20/2/2012,31,103970,1,NA,David Ferrer,R,175,ESP,29.88637919,104597,2,NA,Nicolas Almagro,R,183,ESP,26.49965777,4-6 6-3 6-2,3,FALSE,114,5,3,85,57,45,15,14,1,2,7,1,84,50,36,14,13,8,11,5,4595,11,2220,2012,Spain,Spain,40.463667,-3.74922,40.463667,-3.74922
2012-496,Marseille,Hard,28,A,20/2/2012,27,105223,4,NA,Juan Martin del Potro,R,198,ARG,23.40862423,103566,NA,NA,Michael Llodra,L,190,FRA,31.75906913,6-4 6-4,3,FALSE,83,11,1,55,40,36,6,10,0,0,10,2,66,44,28,13,10,6,8,10,2705,50,870,2012,Argentina,France,-38.416097,-63.616672,46.227638,2.213749
2012-402,Memphis,Hard,32,A,20/2/2012,31,103781,NA,NA,Jurgen Melzer,L,183,AUT,30.74880219,105683,4,NA,Milos Raonic,R,196,CAN,21.14989733,7-5 7-6(4),3,FALSE,98,9,2,80,50,38,19,12,4,5,22,3,73,46,40,12,12,1,3,38,1052,35,1090,2012,Austria,Canada,47.516231,14.550072,56.130366,-106.346771
2012-807,Acapulco,Clay,32,A,27/2/2012,31,103970,1,NA,David Ferrer,R,175,ESP,29.90554415,104269,8,NA,Fernando Verdasco,L,188,ESP,28.28473648,6-1 6-2,3,FALSE,70,2,1,39,25,22,10,8,0,0,1,4,50,38,19,4,7,6,10,6,4345,27,1320,2012,Spain,Spain,40.463667,-3.74922,40.463667,-3.74922
2012-499,Delray Beach,Hard,32,A,27/2/2012,31,104731,7,NA,Kevin Anderson,R,203,RSA,25.77960301,104594,NA,Q,Marinko Matosevic,R,194,AUS,26.55441478,6-4 7-6(2),3,FALSE,118,8,3,68,39,27,17,11,0,2,2,5,96,55,31,20,11,12,15,36,1065,173,293,2012,South Africa,Australia,-30.559482,22.937506,-25.274398,133.775136
2012-495,Dubai,Hard,32,A,27/2/2012,31,103819,2,NA,Roger Federer,R,185,SUI,30.55441478,104918,3,NA,Andy Murray,R,190,GBR,24.78850103,7-5 6-4,3,FALSE,97,4,2,64,32,24,21,11,2,3,7,3,66,32,21,19,11,6,9,3,8235,4,7150,2012,Switzerland,United Kingdom,46.818188,8.227512,55.378051,-3.435973
2012-404,Indian Wells Masters,Hard,96,M,8/3/2012,95,103819,3,NA,Roger Federer,R,185,SUI,30.57357974,104545,11,NA,John Isner,R,206,USA,26.85831622,7-6(7) 6-3,3,FALSE,82,7,2,56,35,33,14,10,3,3,4,1,71,52,37,9,11,1,3,3,8710,11,2120,2012,Switzerland,United States,46.818188,8.227512,37.09024,-95.712891
2012-403,Miami Masters,Hard,96,M,21/3/2012,95,104925,1,NA,Novak Djokovic,R,188,SRB,24.82683094,104918,4,NA,Andy Murray,R,190,GBR,24.84599589,6-1 7-6(4),3,FALSE,138,5,2,71,47,35,15,10,1,1,6,3,85,47,29,20,9,6,8,1,12670,4,7450,2012,Serbia,United Kingdom,44.016521,21.005859,55.378051,-3.435973
2012-360,Casablanca,Clay,28,A,9/4/2012,27,104665,3,NA,Pablo Andujar,R,180,ESP,26.20944559,105077,7,NA,Albert Ramos,L,188,ESP,24.22724162,6-1 7-6(5),3,FALSE,106,1,6,82,57,40,11,9,3,4,0,0,55,29,15,14,10,0,4,58,795,52,857,2012,Spain,Spain,40.463667,-3.74922,40.463667,-3.74922
2012-717,Houston,Clay,28,A,9/4/2012,27,104338,4,NA,Juan Monaco,R,185,ARG,28.03011636,104545,2,NA,John Isner,R,206,USA,26.954141,6-2 3-6 6-3,3,FALSE,148,0,4,84,56,41,16,13,8,9,8,5,103,70,46,15,13,12,15,16,1810,10,2710,2012,Argentina,United States,-38.416097,-63.616672,37.09024,-95.712891
2012-410,Monte Carlo Masters,Clay,56,M,15/4/2012,55,104745,2,NA,Rafael Nadal,L,185,ESP,25.86995209,104925,1,NA,Novak Djokovic,R,188,SRB,24.90349076,6-3 6-1,3,FALSE,79,3,1,38,26,22,6,8,0,1,0,0,48,30,12,10,8,3,8,2,9215,1,12670,2012,Spain,Serbia,40.463667,-3.74922,44.016521,21.005859
2012-425,Barcelona,Clay,56,A,23/4/2012,55,104745,1,NA,Rafael Nadal,L,185,ESP,25.88911704,103970,3,NA,David Ferrer,R,175,ESP,30.05886379,7-6(1) 7-5,3,FALSE,160,4,3,91,58,36,18,12,12,15,0,2,93,70,38,11,12,6,10,2,9715,6,4160,2012,Spain,Spain,40.463667,-3.74922,40.463667,-3.74922
2012-773,Bucharest,Clay,28,A,23/4/2012,27,104468,1,NA,Gilles Simon,R,183,FRA,27.321013,104926,NA,NA,Fabio Fognini,R,178,ITA,24.91718001,6-4 6-3,3,FALSE,110,2,1,72,39,25,18,9,10,12,1,2,74,51,27,12,10,7,12,12,2320,57,800,2012,France,Italy,46.227638,2.213749,41.87194,12.56738
2012-5053,Belgrade,Clay,28,A,30/4/2012,27,104312,2,NA,Andreas Seppi,R,190,ITA,28.1889117,105332,NA,NA,Benoit Paire,R,196,FRA,22.97878166,6-3 6-2,3,FALSE,71,1,1,41,28,21,9,8,1,2,5,6,79,36,24,14,9,11,16,46,980,96,553,2012,Italy,France,41.87194,12.56738,46.227638,2.213749
2012-468,Estoril,Clay,28,A,30/4/2012,27,105223,1,NA,Juan Martin del Potro,R,198,ARG,23.60027379,104755,2,NA,Richard Gasquet,R,185,FRA,25.86721424,6-4 6-2,3,FALSE,87,6,2,46,31,24,12,9,0,0,1,1,67,41,23,14,9,5,8,12,2495,18,1595,2012,Argentina,France,-38.416097,-63.616672,46.227638,2.213749
2012-308,Munich,Clay,28,A,30/4/2012,27,104259,4,NA,Philipp Kohlschreiber,R,178,GER,28.53935661,105227,3,NA,Marin Cilic,R,198,CRO,23.58658453,7-6(8) 6-3,3,FALSE,109,4,2,82,61,45,13,11,7,8,3,2,67,25,18,25,10,0,2,34,1155,24,1400,2012,Germany,Croatia,51.165691,10.451526,45.1,15.2
2012-1536,Madrid Masters,Clay,56,M,6/5/2012,55,103819,3,NA,Roger Federer,R,185,SUI,30.74606434,104607,6,NA,Tomas Berdych,R,196,CZE,26.63655031,3-6 7-5 7-5,3,FALSE,158,13,2,104,68,51,15,16,6,9,10,4,100,55,37,26,17,7,11,3,8520,7,3990,2012,Switzerland,Czechia,46.818188,8.227512,NA,NA
2012-416,Rome Masters,Clay,56,M,13/5/2012,55,104745,2,NA,Rafael Nadal,L,185,ESP,25.94661191,104925,1,NA,Novak Djokovic,R,188,SRB,24.98015058,7-5 6-3,3,FALSE,141,0,0,69,39,27,17,10,6,7,1,4,74,47,32,10,11,3,7,3,9105,1,11200,2012,Spain,Serbia,40.463667,-3.74922,44.016521,21.005859
2012-6120,Nice,Clay,28,A,20/5/2012,27,104597,3,NA,Nicolas Almagro,R,183,ESP,26.74880219,104548,NA,Q,Brian Baker,R,190,USA,27.05817933,6-3 6-2,3,FALSE,70,11,1,47,33,29,6,8,1,1,4,3,65,48,28,6,9,5,9,14,2095,216,231,2012,Spain,United States,40.463667,-3.74922,37.09024,-95.712891
2012-615,Dusseldorf,Clay,64,A,21/5/2012,513,104386,NA,NA,Janko Tipsarevic,R,180,SRB,27.91238877,104607,NA,NA,Tomas Berdych,R,196,CZE,26.67488022,7-5 7-6(8),3,FALSE,145,3,0,86,52,37,20,15,1,4,8,3,110,70,45,19,16,9,13,8,3010,7,4500,2012,Serbia,Czechia,44.016521,21.005859,NA,NA
2012-615,Dusseldorf,Clay,64,A,21/5/2012,518,104678,NA,NA,Viktor Troicki,R,193,SRB,26.275154,103285,NA,NA,Radek Stepanek,R,185,CZE,33.48117728,2-6 6-4 6-3,3,FALSE,145,3,0,86,52,37,20,15,1,4,8,3,110,70,45,19,16,9,13,31,1195,26,1340,2012,Serbia,Czechia,44.016521,21.005859,NA,NA
2012-520,Roland Garros,Clay,128,G,27/5/2012,127,104745,2,NA,Rafael Nadal,L,185,ESP,25.98494182,104925,1,NA,Novak Djokovic,R,188,SRB,25.01848049,6-4 6-3 2-6 7-5,5,FALSE,229,4,4,118,73,45,24,19,3,10,3,4,123,73,45,22,20,8,17,2,10060,1,11800,2012,Spain,Serbia,40.463667,-3.74922,44.016521,21.005859
2012-500,Halle,Grass,28,A,11/6/2012,27,103163,NA,WC,Tommy Haas,R,188,GER,34.19028063,103819,2,NA,Roger Federer,R,185,SUI,30.84188912,7-6(5) 6-4,3,FALSE,95,5,3,70,43,32,17,11,3,4,7,3,84,58,42,10,11,2,4,87,598,3,9310,2012,Germany,Switzerland,51.165691,10.451526,46.818188,8.227512
2012-311,Queen's Club,Grass,56,A,11/6/2012,55,105227,6,NA,Marin Cilic,R,198,CRO,23.70157426,103900,10,NA,David Nalbandian,R,180,ARG,30.4421629,6-7(3) 4-3 DEF,3,FALSE,86,7,2,61,44,30,6,9,3,5,1,1,58,40,29,9,10,1,4,25,1460,39,1015,2012,Croatia,Argentina,45.1,15.2,-38.416097,-63.616672
2012-440,s Hertogenbosch,Grass,32,A,17/6/2012,31,103970,1,NA,David Ferrer,R,175,ESP,30.21218344,104332,NA,Q,Philipp Petzschner,R,185,GER,28.23545517,6-3 6-4,3,FALSE,69,2,0,49,36,28,9,10,0,1,2,1,63,49,32,4,9,9,12,6,5180,145,372,2012,Spain,Germany,40.463667,-3.74922,51.165691,10.451526
2012-741,Eastbourne,Grass,28,A,18/6/2012,27,104053,6,NA,Andy Roddick,R,188,USA,29.80150582,104312,3,NA,Andreas Seppi,R,190,ITA,28.32306639,6-3 6-2,3,FALSE,72,5,2,51,38,26,6,9,1,3,1,1,58,47,22,4,8,6,11,33,1190,26,1285,2012,United States,Italy,37.09024,-95.712891,41.87194,12.56738
2012-540,Wimbledon,Grass,128,G,25/6/2012,127,103819,3,NA,Roger Federer,R,185,SUI,30.88021903,104918,4,NA,Andy Murray,R,190,GBR,25.11430527,4-6 7-5 6-3 6-4,5,FALSE,204,12,3,131,90,68,20,21,5,7,16,1,157,88,61,33,20,8,12,3,9435,4,6980,2012,Switzerland,United Kingdom,46.818188,8.227512,55.378051,-3.435973
2012-316,Bastad,Clay,28,A,9/7/2012,27,103970,1,NA,David Ferrer,R,175,ESP,30.2696783,104597,2,NA,Nicolas Almagro,R,183,ESP,26.88295688,6-2 6-2,3,FALSE,67,2,2,58,42,30,9,8,1,1,1,2,45,23,12,10,8,2,6,5,5430,10,2605,2012,Spain,Spain,40.463667,-3.74922,40.463667,-3.74922
2012-315,Newport,Grass,32,A,9/7/2012,31,104545,1,NA,John Isner,R,206,USA,27.20328542,103720,NA,WC,Lleyton Hewitt,R,180,AUS,31.37029432,7-6(1) 6-4,3,FALSE,92,16,1,68,48,38,12,11,1,1,8,3,71,43,31,14,11,2,3,11,2520,233,200,2012,United States,Australia,37.09024,-95.712891,-25.274398,133.775136
2012-321,Stuttgart,Clay,28,A,9/7/2012,27,104386,1,NA,Janko Tipsarevic,R,180,SRB,28.04654346,104338,2,NA,Juan Monaco,R,185,ARG,28.27926078,6-4 5-7 6-3,3,FALSE,156,3,1,75,41,28,16,15,0,5,0,1,102,74,41,16,16,7,14,8,3215,14,2130,2012,Serbia,Argentina,44.016521,21.005859,-38.416097,-63.616672
2012-439,Umag,Clay,28,A,9/7/2012,27,105227,2,NA,Marin Cilic,R,198,CRO,23.77823409,104719,4,NA,Marcel Granollers,R,190,ESP,26.24229979,6-4 6-2,3,FALSE,92,0,1,53,32,22,12,9,1,3,1,2,49,28,17,7,9,2,7,15,1825,24,1530,2012,Croatia,Spain,45.1,15.2,40.463667,-3.74922
2012-6116,Atlanta,Hard,28,A,16/7/2012,27,104053,4,NA,Andy Roddick,R,188,USA,29.87816564,104180,NA,NA,Gilles Muller,L,193,LUX,29.18822724,1-6 7-6(2) 6-2,3,FALSE,134,18,4,86,52,39,19,13,1,3,20,10,84,48,42,15,14,4,6,27,1395,63,746,2012,United States,Luxembourg,37.09024,-95.712891,49.815273,6.129583
2012-314,Gstaad,Clay,28,A,16/7/2012,27,105064,NA,NA,Thomaz Bellucci,L,188,BRA,24.54483231,104386,1,NA,Janko Tipsarevic,R,180,SRB,28.06570842,6-7(6) 6-4 6-2,3,FALSE,145,10,1,93,51,41,20,15,0,2,4,2,100,58,40,19,15,6,11,60,767,8,3320,2012,Brazil,Serbia,-14.235004,-51.92528,44.016521,21.005859
2012-414,Hamburg,Clay,32,A,16/7/2012,31,104338,3,NA,Juan Monaco,R,185,ARG,28.29842574,103163,NA,WC,Tommy Haas,R,188,GER,34.28610541,7-5 6-4,3,FALSE,121,1,2,75,60,38,6,11,5,8,3,1,73,47,30,10,11,4,9,14,2240,48,838,2012,Argentina,Germany,-38.416097,-63.616672,51.165691,10.451526
2012-319,Kitzbuhel,Clay,28,A,22/7/2012,27,104898,3,NA,Robin Haase,R,190,NED,25.29774127,104259,1,NA,Philipp Kohlschreiber,R,178,GER,28.76933607,6-7(2) 6-3 6-2,3,FALSE,128,3,6,100,57,43,20,14,13,14,5,3,103,69,46,11,15,6,11,42,955,23,1600,2012,Netherlands,Germany,52.132633,5.291266,51.165691,10.451526
2012-423,Los Angeles,Hard,28,A,23/7/2012,27,105023,2,NA,Sam Querrey,R,198,USA,24.79397673,105575,NA,Q,Ricardas Berankis,R,175,LTU,22.08898015,6-0 6-2,3,FALSE,52,8,2,49,30,23,10,7,3,3,0,2,40,18,9,6,7,2,7,57,799,141,387,2012,United States,Lithuania,37.09024,-95.712891,55.169438,23.881275
2012-96,London Olympics,Grass,64,A,25/7/2012,63,104918,3,NA,Andy Murray,R,190,GBR,25.19096509,103819,1,NA,Roger Federer,R,185,SUI,30.95687885,6-2 6-1 6-4,5,FALSE,116,5,1,87,44,35,27,13,9,9,9,1,78,51,33,10,12,5,10,4,7460,1,11075,2012,United Kingdom,Switzerland,55.378051,-3.435973,46.818188,8.227512
2012-418,Washington,Hard,32,A,30/7/2012,31,105238,2,NA,Alexandr Dolgopolov,R,180,UKR,23.72621492,103163,4,NA,Tommy Haas,R,188,GER,34.32443532,6-7(7) 6-4 6-1,3,FALSE,136,11,0,99,52,41,26,15,2,3,9,11,102,66,48,14,14,4,8,25,1460,36,1138,2012,Ukraine,Germany,48.379433,31.16558,51.165691,10.451526
2012-421,Canada Masters,Hard,48,M,6/8/2012,47,104925,1,NA,Novak Djokovic,R,188,SRB,25.21013005,104755,14,NA,Richard Gasquet,R,185,FRA,26.13552361,6-3 6-2,3,FALSE,62,5,0,46,31,26,12,9,4,4,3,1,42,25,19,5,8,0,3,2,11270,21,1600,2012,Serbia,France,44.016521,21.005859,46.227638,2.213749
