year,country_name,wins,runnerups,total_finals_games,finals_win_rate,total_wins,total_losses,total_games,win_rate,latitude,longitude
1988,Bangladesh,0,0,0,0,1,3,4,25,23.684994,90.356331
1988,Belgium,0,0,0,0,27,44,71,38.028169014084504,50.503887,4.469936
1988,Bolivia,0,0,0,0,1,3,4,25,-16.290154,-63.588653
1988,Brazil,0,0,0,0,43,76,119,36.134453781512605,-14.235004,-51.92528
1988,Bulgaria,0,0,0,0,1,7,8,12.5,42.733883,25.48583
1988,Canada,0,0,0,0,47,69,116,40.51724137931034,56.130366,-106.346771
1988,Chile,0,0,0,0,17,34,51,33.33333333333333,-35.675147,-71.542969
1988,China,0,0,0,0,1,3,4,25,35.86166,104.195397
1988,Colombia,0,0,0,0,1,3,4,25,4.570868,-74.297333
1988,Croatia,0,0,0,0,22,30,52,42.30769230769231,45.1,15.2
1988,Cuba,0,0,0,0,3,6,9,33.33333333333333,21.521757,-77.781167
1988,Czech Republic,0,0,0,0,79,103,182,43.40659340659341,49.817492,15.472962
1988,Denmark,0,0,0,0,3,7,10,30,56.26392,9.501785
1988,Ecuador,0,0,0,0,42,27,69,60.86956521739131,-1.831239,-78.183406
1988,Egypt,0,0,0,0,6,6,12,50,26.820553,30.802498
1988,Finland,0,0,0,0,3,2,5,60,61.92411,25.748151
1988,Ghana,0,0,0,0,1,3,4,25,7.946527,-1.023194
1988,Greece,0,0,0,0,7,8,15,46.666666666666664,39.074208,21.824312
1988,Hungary,0,0,0,0,2,8,10,20,47.162494,19.503304
1988,Indonesia,0,0,0,0,9,3,12,75,-0.789275,113.921327
1988,Iran,0,0,0,0,2,9,11,18.181818181818183,32.427908,53.688046
1988,Israel,0,0,0,0,41,39,80,51.24999999999999,31.046051,34.851612
1988,Jamaica,0,0,0,0,8,3,11,72.72727272727273,18.109581,-77.297508
1988,Japan,0,0,0,0,20,24,44,45.45454545454545,36.204824,138.252924
1988,Kenya,0,0,0,0,6,13,19,31.57894736842105,-0.023559,37.906193
1988,Mexico,0,0,0,0,33,41,74,44.5945945945946,23.634501,-102.552784
1988,Monaco,0,0,0,0,1,3,4,25,43.750298,7.412841
1988,Morocco,0,0,0,0,6,2,8,75,31.791702,-7.09262
1988,Netherlands,0,0,0,0,47,62,109,43.11926605504588,52.132633,5.291266
1988,New Zealand,0,0,0,0,26,56,82,31.70731707317073,-40.900557,174.885971
1988,Nigeria,0,0,0,0,7,17,24,29.166666666666668,9.081999,8.675277
1988,Norway,0,0,0,0,9,3,12,75,60.472024,8.468946
1988,Pakistan,0,0,0,0,7,5,12,58.333333333333336,30.375321,69.345116
1988,Paraguay,0,0,0,0,3,7,10,30,-23.442503,-58.443832
1988,Peru,0,0,0,0,38,40,78,48.717948717948715,-9.189967,-75.015152
1988,Philippines,0,0,0,0,2,6,8,25,12.879721,121.774017
1988,Poland,0,0,0,0,6,7,13,46.15384615384615,51.919438,19.145136
1988,Portugal,0,0,0,0,4,10,14,28.57142857142857,39.399872,-8.224454
1988,Romania,0,0,0,0,6,7,13,46.15384615384615,45.943161,24.96676
1988,Senegal,0,0,0,0,21,18,39,53.84615384615385,14.497401,-14.452362
1988,South Africa,0,0,0,0,74,94,168,44.047619047619044,-30.559482,22.937506
1988,South Korea,0,0,0,0,10,9,19,52.63157894736842,35.907757,127.766922
1988,Sri Lanka,0,0,0,0,5,3,8,62.5,7.873054,80.771797
1988,Syria,0,0,0,0,1,3,4,25,34.802075,38.996815
1988,Taiwan,0,0,0,0,3,5,8,37.5,23.69781,120.960515
1988,Turkey,0,0,0,0,1,3,4,25,38.963745,35.243322
1988,United Kingdom,0,0,0,0,37,72,109,33.94495412844037,55.378051,-3.435973
1988,Venezuela,0,0,0,0,7,9,16,43.75,6.42375,-66.58973
1988,Zimbabwe,0,0,0,0,10,3,13,76.92307692307693,-19.015438,29.154857
1989,Algeria,0,0,0,0,5,2,7,71.42857142857143,28.033886,1.659626
1989,Austria,0,0,0,0,76,61,137,55.47445255474452,47.516231,14.550072
1989,Bahamas,0,0,0,0,15,16,31,48.38709677419355,25.03428,-77.39628
1989,Bahrain,0,0,0,0,3,5,8,37.5,25.930414,50.637772
1989,Bangladesh,0,0,0,0,5,7,12,41.66666666666667,23.684994,90.356331
1989,Belgium,0,0,0,0,18,12,30,60,50.503887,4.469936
1989,Bolivia,0,0,0,0,2,2,4,50,-16.290154,-63.588653
1989,Brazil,0,0,0,0,52,77,129,40.310077519379846,-14.235004,-51.92528
1989,Bulgaria,0,0,0,0,1,2,3,33.33333333333333,42.733883,25.48583
1989,Cameroon,0,0,0,0,5,3,8,62.5,7.369722,12.354722
1989,Canada,0,0,0,0,56,77,133,42.10526315789473,56.130366,-106.346771
1989,Chile,0,0,0,0,17,16,33,51.515151515151516,-35.675147,-71.542969
1989,China,0,0,0,0,1,3,4,25,35.86166,104.195397
1989,Croatia,0,0,0,0,62,61,123,50.40650406504065,45.1,15.2
1989,Cuba,0,0,0,0,5,4,9,55.55555555555556,21.521757,-77.781167
1989,Denmark,0,0,0,0,7,12,19,36.84210526315789,56.26392,9.501785
1989,Dominican Republic,0,0,0,0,2,6,8,25,18.735693,-70.162651
1989,Ecuador,0,0,0,0,35,30,65,53.84615384615385,-1.831239,-78.183406
1989,Egypt,0,0,0,0,1,3,4,25,26.820553,30.802498
1989,Finland,0,0,0,0,15,21,36,41.66666666666667,61.92411,25.748151
1989,Ghana,0,0,0,0,9,3,12,75,7.946527,-1.023194
1989,Greece,0,0,0,0,4,9,13,30.76923076923077,39.074208,21.824312
1989,Hungary,0,0,0,0,6,2,8,75,47.162494,19.503304
1989,India,0,0,0,0,30,36,66,45.45454545454545,20.593684,78.96288
1989,Iran,0,0,0,0,3,5,8,37.5,32.427908,53.688046
1989,Iraq,0,0,0,0,2,2,4,50,33.223191,43.679291
1989,Ireland,0,0,0,0,1,5,6,16.666666666666664,53.41291,-8.24389
1989,Israel,0,0,0,0,40,32,72,55.55555555555556,31.046051,34.851612
1989,Jamaica,0,0,0,0,6,7,13,46.15384615384615,18.109581,-77.297508
1989,Japan,0,0,0,0,10,21,31,32.25806451612903,36.204824,138.252924
1989,Jordan,0,0,0,0,2,2,4,50,30.585164,36.238414
1989,Kenya,0,0,0,0,6,12,18,33.33333333333333,-0.023559,37.906193
1989,Kuwait,0,0,0,0,2,6,8,25,29.31166,47.481766
1989,Luxembourg,0,0,0,0,6,6,12,50,49.815273,6.129583
1989,Malaysia,0,0,0,0,1,3,4,25,4.210484,101.975766
1989,Mexico,0,0,0,0,18,33,51,35.294117647058826,23.634501,-102.552784
1989,Monaco,0,0,0,0,8,3,11,72.72727272727273,43.750298,7.412841
1989,Morocco,0,0,0,0,6,4,10,60,31.791702,-7.09262
1989,Netherlands,0,0,0,0,60,61,121,49.586776859504134,52.132633,5.291266
1989,Nigeria,0,0,0,0,4,11,15,26.666666666666668,9.081999,8.675277
1989,Norway,0,0,0,0,2,2,4,50,60.472024,8.468946
1989,Peru,0,0,0,0,43,35,78,55.12820512820513,-9.189967,-75.015152
1989,Philippines,0,0,0,0,6,4,10,60,12.879721,121.774017
1989,Poland,0,0,0,0,2,2,4,50,51.919438,19.145136
1989,Portugal,0,0,0,0,8,16,24,33.33333333333333,39.399872,-8.224454
1989,Romania,0,0,0,0,1,5,6,16.666666666666664,45.943161,24.96676
1989,Senegal,0,0,0,0,1,18,19,5.263157894736842,14.497401,-14.452362
1989,South Korea,0,0,0,0,10,11,21,47.61904761904761,35.907757,127.766922
1989,Sri Lanka,0,0,0,0,6,6,12,50,7.873054,80.771797
1989,Syria,0,0,0,0,1,3,4,25,34.802075,38.996815
1989,Taiwan,0,0,0,0,1,3,4,25,23.69781,120.960515
1989,Thailand,0,0,0,0,8,3,11,72.72727272727273,15.870032,100.992541
1989,United Kingdom,0,0,0,0,38,57,95,40,55.378051,-3.435973
1989,Uruguay,0,0,0,0,47,39,86,54.65116279069767,-32.522779,-55.765835
1989,Venezuela,0,0,0,0,12,26,38,31.57894736842105,6.42375,-66.58973
1989,Zimbabwe,0,0,0,0,1,3,4,25,-19.015438,29.154857
1990,Algeria,0,0,0,0,1,3,4,25,28.033886,1.659626
1990,Bahamas,0,0,0,0,3,5,8,37.5,25.03428,-77.39628
1990,Bahrain,0,0,0,0,3,5,8,37.5,25.930414,50.637772
1990,Barbados,0,0,0,0,1,5,6,16.666666666666664,13.193887,-59.543198
1990,Belgium,0,0,0,0,17,15,32,53.125,50.503887,4.469936
1990,Bolivia,0,0,0,0,2,2,4,50,-16.290154,-63.588653
1990,Bulgaria,0,0,0,0,9,3,12,75,42.733883,25.48583
1990,Canada,0,0,0,0,61,80,141,43.262411347517734,56.130366,-106.346771
1990,Chile,0,0,0,0,4,10,14,28.57142857142857,-35.675147,-71.542969
1990,China,0,0,0,0,12,4,16,75,35.86166,104.195397
1990,Colombia,0,0,0,0,12,5,17,70.58823529411765,4.570868,-74.297333
1990,Costa Rica,0,0,0,0,1,3,4,25,9.748917,-83.753428
1990,Cuba,0,0,0,0,9,7,16,56.25,21.521757,-77.781167
1990,Denmark,0,0,0,0,9,8,17,52.94117647058824,56.26392,9.501785
1990,Dominican Republic,0,0,0,0,4,4,8,50,18.735693,-70.162651
1990,Egypt,0,0,0,0,3,5,8,37.5,26.820553,30.802498
1990,Finland,0,0,0,0,45,48,93,48.38709677419355,61.92411,25.748151
1990,Ghana,0,0,0,0,2,6,8,25,7.946527,-1.023194
1990,Greece,0,0,0,0,1,6,7,14.285714285714285,39.074208,21.824312
1990,Haiti,0,0,0,0,2,2,4,50,18.971187,-72.285215
1990,India,0,0,0,0,24,29,53,45.28301886792453,20.593684,78.96288
1990,Iran,0,0,0,0,1,4,5,20,32.427908,53.688046
1990,Iraq,0,0,0,0,2,2,4,50,33.223191,43.679291
1990,Ireland,0,0,0,0,2,2,4,50,53.41291,-8.24389
1990,Italy,0,0,0,0,83,121,204,40.68627450980392,41.87194,12.56738
1990,Japan,0,0,0,0,11,22,33,33.33333333333333,36.204824,138.252924
1990,Kenya,0,0,0,0,3,5,8,37.5,-0.023559,37.906193
1990,Kuwait,0,0,0,0,3,5,8,37.5,29.31166,47.481766
1990,Malaysia,0,0,0,0,5,3,8,62.5,4.210484,101.975766
1990,Malta,0,0,0,0,1,3,4,25,35.937496,14.375416
1990,Mexico,0,0,0,0,13,22,35,37.142857142857146,23.634501,-102.552784
1990,Monaco,0,0,0,0,1,3,4,25,43.750298,7.412841
1990,Morocco,0,0,0,0,8,4,12,66.66666666666666,31.791702,-7.09262
1990,Netherlands,0,0,0,0,66,83,149,44.29530201342282,52.132633,5.291266
1990,New Zealand,0,0,0,0,29,39,68,42.64705882352941,-40.900557,174.885971
1990,Nigeria,0,0,0,0,4,8,12,33.33333333333333,9.081999,8.675277
1990,Norway,0,0,0,0,5,7,12,41.66666666666667,60.472024,8.468946
1990,Peru,0,0,0,0,21,29,50,42,-9.189967,-75.015152
1990,Poland,0,0,0,0,11,1,12,91.66666666666666,51.919438,19.145136
1990,Portugal,0,0,0,0,12,18,30,40,39.399872,-8.224454
1990,Romania,0,0,0,0,5,6,11,45.45454545454545,45.943161,24.96676
1990,Slovakia,0,0,0,0,23,25,48,47.91666666666667,48.669026,19.699024
1990,South Korea,0,0,0,0,4,8,12,33.33333333333333,35.907757,127.766922
1990,Sri Lanka,0,0,0,0,4,4,8,50,7.873054,80.771797
1990,Syria,0,0,0,0,1,3,4,25,34.802075,38.996815
1990,Taiwan,0,0,0,0,8,4,12,66.66666666666666,23.69781,120.960515
1990,Thailand,0,0,0,0,10,2,12,83.33333333333334,15.870032,100.992541
1990,Togo,0,0,0,0,4,4,8,50,8.619543,0.824782
1990,Turkey,0,0,0,0,5,3,8,62.5,38.963745,35.243322
1990,Ukraine,0,0,0,0,1,3,4,25,48.379433,31.16558
1990,United Kingdom,0,0,0,0,16,43,59,27.11864406779661,55.378051,-3.435973
1990,Uruguay,0,0,0,0,43,46,89,48.31460674157304,-32.522779,-55.765835
1990,Venezuela,0,0,0,0,13,20,33,39.39393939393939,6.42375,-66.58973
1990,Zambia,0,0,0,0,1,3,4,25,-13.133897,27.849332
1990,Zimbabwe,0,0,0,0,8,4,12,66.66666666666666,-19.015438,29.154857
1991,Algeria,0,0,0,0,2,2,4,50,28.033886,1.659626
1991,Bahamas,0,0,0,0,10,10,20,50,25.03428,-77.39628
1991,Bahrain,0,0,0,0,2,2,4,50,25.930414,50.637772
1991,Bangladesh,0,0,0,0,2,6,8,25,23.684994,90.356331
1991,Belgium,0,0,0,0,27,45,72,37.5,50.503887,4.469936
1991,Bolivia,0,0,0,0,2,2,4,50,-16.290154,-63.588653
1991,Brazil,0,0,0,0,80,91,171,46.783625730994146,-14.235004,-51.92528
1991,Cameroon,0,0,0,0,1,3,4,25,7.369722,12.354722
1991,Canada,0,0,0,0,47,68,115,40.869565217391305,56.130366,-106.346771
1991,Chile,0,0,0,0,14,18,32,43.75,-35.675147,-71.542969
1991,China,0,0,0,0,1,3,4,25,35.86166,104.195397
1991,Colombia,0,0,0,0,12,4,16,75,4.570868,-74.297333
1991,Costa Rica,0,0,0,0,1,3,4,25,9.748917,-83.753428
1991,Cuba,0,0,0,0,6,2,8,75,21.521757,-77.781167
1991,Denmark,0,0,0,0,8,7,15,53.333333333333336,56.26392,9.501785
1991,Dominican Republic,0,0,0,0,3,5,8,37.5,18.735693,-70.162651
1991,Ecuador,0,0,0,0,25,23,48,52.083333333333336,-1.831239,-78.183406
1991,Egypt,0,0,0,0,8,4,12,66.66666666666666,26.820553,30.802498
1991,El Salvador,0,0,0,0,2,4,6,33.33333333333333,13.794185,-88.89653
1991,Finland,0,0,0,0,20,41,61,32.78688524590164,61.92411,25.748151
1991,Greece,0,0,0,0,5,5,10,50,39.074208,21.824312
1991,Guatemala,0,0,0,0,1,3,4,25,15.783471,-90.230759
1991,Haiti,0,0,0,0,1,5,6,16.666666666666664,18.971187,-72.285215
1991,Hungary,0,0,0,0,4,5,9,44.44444444444444,47.162494,19.503304
1991,India,0,0,0,0,19,27,46,41.30434782608695,20.593684,78.96288
1991,Indonesia,0,0,0,0,1,2,3,33.33333333333333,-0.789275,113.921327
1991,Israel,0,0,0,0,37,61,98,37.755102040816325,31.046051,34.851612
1991,Jamaica,0,0,0,0,1,3,4,25,18.109581,-77.297508
1991,Japan,0,0,0,0,23,30,53,43.39622641509434,36.204824,138.252924
1991,Kenya,0,0,0,0,12,5,17,70.58823529411765,-0.023559,37.906193
1991,Latvia,0,0,0,0,1,1,2,50,56.879635,24.603189
1991,Luxembourg,0,0,0,0,9,3,12,75,49.815273,6.129583
1991,Malaysia,0,0,0,0,5,3,8,62.5,4.210484,101.975766
1991,Malta,0,0,0,0,1,3,4,25,35.937496,14.375416
1991,Mexico,0,0,0,0,20,34,54,37.03703703703704,23.634501,-102.552784
1991,New Zealand,0,0,0,0,7,28,35,20,-40.900557,174.885971
1991,Nigeria,0,0,0,0,4,5,9,44.44444444444444,9.081999,8.675277
1991,Norway,0,0,0,0,10,2,12,83.33333333333334,60.472024,8.468946
1991,Pakistan,0,0,0,0,4,4,8,50,30.375321,69.345116
1991,Peru,0,0,0,0,33,30,63,52.38095238095239,-9.189967,-75.015152
1991,Philippines,0,0,0,0,9,7,16,56.25,12.879721,121.774017
1991,Poland,0,0,0,0,6,5,11,54.54545454545454,51.919438,19.145136
1991,Portugal,0,0,0,0,14,27,41,34.146341463414636,39.399872,-8.224454
1991,Romania,0,0,0,0,7,8,15,46.666666666666664,45.943161,24.96676
1991,Saudi Arabia,0,0,0,0,1,3,4,25,23.885942,45.079162
1991,Senegal,0,0,0,0,1,5,6,16.666666666666664,14.497401,-14.452362
1991,Slovakia,0,0,0,0,19,28,47,40.42553191489361,48.669026,19.699024
1991,South Africa,0,0,0,0,66,76,142,46.478873239436616,-30.559482,22.937506
1991,South Korea,0,0,0,0,4,7,11,36.36363636363637,35.907757,127.766922
1991,Sri Lanka,0,0,0,0,10,2,12,83.33333333333334,7.873054,80.771797
1991,Taiwan,0,0,0,0,8,5,13,61.53846153846154,23.69781,120.960515
1991,Turkey,0,0,0,0,3,5,8,37.5,38.963745,35.243322
1991,Ukraine,0,0,0,0,17,18,35,48.57142857142857,48.379433,31.16558
1991,United Kingdom,0,0,0,0,15,27,42,35.714285714285715,55.378051,-3.435973
1991,Uruguay,0,0,0,0,15,33,48,31.25,-32.522779,-55.765835
1991,Venezuela,0,0,0,0,11,16,27,40.74074074074074,6.42375,-66.58973
1991,Zambia,0,0,0,0,5,3,8,62.5,-13.133897,27.849332
1991,Zimbabwe,0,0,0,0,3,6,9,33.33333333333333,-19.015438,29.154857
1992,Bahamas,0,0,0,0,10,6,16,62.5,25.03428,-77.39628
1992,Bangladesh,0,0,0,0,2,6,8,25,23.684994,90.356331
1992,Belgium,0,0,0,0,22,51,73,30.136986301369863,50.503887,4.469936
1992,Bulgaria,0,0,0,0,7,4,11,63.63636363636363,42.733883,25.48583
1992,Canada,0,0,0,0,32,53,85,37.64705882352941,56.130366,-106.346771
1992,Chile,0,0,0,0,2,6,8,25,-35.675147,-71.542969
1992,China,0,0,0,0,1,10,11,9.090909090909092,35.86166,104.195397
1992,Colombia,0,0,0,0,5,3,8,62.5,4.570868,-74.297333
1992,Cuba,0,0,0,0,6,2,8,75,21.521757,-77.781167
1992,Denmark,0,0,0,0,17,14,31,54.83870967741935,56.26392,9.501785
1992,Dominican Republic,0,0,0,0,4,4,8,50,18.735693,-70.162651
1992,Ecuador,0,0,0,0,14,21,35,40,-1.831239,-78.183406
1992,Egypt,0,0,0,0,5,3,8,62.5,26.820553,30.802498
1992,Finland,0,0,0,0,7,10,17,41.17647058823529,61.92411,25.748151
1992,Georgia,0,0,0,0,2,2,4,50,42.315407,43.356892
1992,Ghana,0,0,0,0,3,4,7,42.857142857142854,7.946527,-1.023194
1992,Greece,0,0,0,0,6,8,14,42.857142857142854,39.074208,21.824312
1992,Hungary,0,0,0,0,2,7,9,22.22222222222222,47.162494,19.503304
1992,India,0,0,0,0,11,7,18,61.111111111111114,20.593684,78.96288
1992,Indonesia,0,0,0,0,1,3,4,25,-0.789275,113.921327
1992,Ireland,0,0,0,0,5,4,9,55.55555555555556,53.41291,-8.24389
1992,Israel,0,0,0,0,53,47,100,53,31.046051,34.851612
1992,Jordan,0,0,0,0,4,4,8,50,30.585164,36.238414
1992,Kenya,0,0,0,0,2,7,9,22.22222222222222,-0.023559,37.906193
1992,Latvia,0,0,0,0,2,5,7,28.57142857142857,56.879635,24.603189
1992,Luxembourg,0,0,0,0,9,3,12,75,49.815273,6.129583
1992,Malaysia,0,0,0,0,5,3,8,62.5,4.210484,101.975766
1992,Mexico,0,0,0,0,26,33,59,44.06779661016949,23.634501,-102.552784
1992,Monaco,0,0,0,0,5,3,8,62.5,43.750298,7.412841
1992,Morocco,0,0,0,0,8,6,14,57.14285714285714,31.791702,-7.09262
1992,New Zealand,0,0,0,0,17,17,34,50,-40.900557,174.885971
1992,Norway,0,0,0,0,5,5,10,50,60.472024,8.468946
1992,Pakistan,0,0,0,0,5,3,8,62.5,30.375321,69.345116
1992,Paraguay,0,0,0,0,1,3,4,25,-23.442503,-58.443832
1992,Peru,0,0,0,0,37,34,71,52.112676056338024,-9.189967,-75.015152
1992,Philippines,0,0,0,0,3,6,9,33.33333333333333,12.879721,121.774017
1992,Poland,0,0,0,0,2,6,8,25,51.919438,19.145136
1992,Portugal,0,0,0,0,8,15,23,34.78260869565217,39.399872,-8.224454
1992,Romania,0,0,0,0,3,6,9,33.33333333333333,45.943161,24.96676
1992,Russia,0,0,0,0,133,115,248,53.62903225806451,61.52401,105.318756
1992,Slovakia,0,0,0,0,2,12,14,14.285714285714285,48.669026,19.699024
1992,South Korea,0,0,0,0,12,14,26,46.15384615384615,35.907757,127.766922
1992,Sri Lanka,0,0,0,0,3,5,8,37.5,7.873054,80.771797
1992,Taiwan,0,0,0,0,3,8,11,27.27272727272727,23.69781,120.960515
1992,Thailand,0,0,0,0,8,4,12,66.66666666666666,15.870032,100.992541
1992,Togo,0,0,0,0,3,4,7,42.857142857142854,8.619543,0.824782
1992,Ukraine,0,0,0,0,34,21,55,61.81818181818181,48.379433,31.16558
1992,United Kingdom,0,0,0,0,13,35,48,27.083333333333332,55.378051,-3.435973
1992,Uruguay,0,0,0,0,39,36,75,52,-32.522779,-55.765835
1992,Venezuela,0,0,0,0,8,7,15,53.333333333333336,6.42375,-66.58973
1992,Zambia,0,0,0,0,1,7,8,12.5,-13.133897,27.849332
1992,Zimbabwe,0,0,0,0,21,23,44,47.72727272727273,-19.015438,29.154857
1993,Algeria,0,0,0,0,1,7,8,12.5,28.033886,1.659626
1993,Armenia,0,0,0,0,1,1,2,50,40.069099,45.038189
1993,Bahamas,0,0,0,0,8,10,18,44.44444444444444,25.03428,-77.39628
1993,Belgium,0,0,0,0,22,28,50,44,50.503887,4.469936
1993,Brazil,0,0,0,0,37,64,101,36.633663366336634,-14.235004,-51.92528
1993,Bulgaria,0,0,0,0,4,7,11,36.36363636363637,42.733883,25.48583
1993,Canada,0,0,0,0,18,37,55,32.72727272727273,56.130366,-106.346771
1993,Chile,0,0,0,0,10,13,23,43.47826086956522,-35.675147,-71.542969
1993,China,0,0,0,0,10,7,17,58.82352941176471,35.86166,104.195397
1993,Colombia,0,0,0,0,8,9,17,47.05882352941176,4.570868,-74.297333
1993,Denmark,0,0,0,0,21,37,58,36.206896551724135,56.26392,9.501785
1993,Dominican Republic,0,0,0,0,2,6,8,25,18.735693,-70.162651
1993,Ecuador,0,0,0,0,8,9,17,47.05882352941176,-1.831239,-78.183406
1993,Egypt,0,0,0,0,5,3,8,62.5,26.820553,30.802498
1993,Finland,0,0,0,0,2,2,4,50,61.92411,25.748151
1993,Ghana,0,0,0,0,4,4,8,50,7.946527,-1.023194
1993,Greece,0,0,0,0,6,5,11,54.54545454545454,39.074208,21.824312
1993,Hungary,0,0,0,0,6,5,11,54.54545454545454,47.162494,19.503304
1993,India,0,0,0,0,8,13,21,38.095238095238095,20.593684,78.96288
1993,Indonesia,0,0,0,0,1,4,5,20,-0.789275,113.921327
1993,Iran,0,0,0,0,5,3,8,62.5,32.427908,53.688046
1993,Ireland,0,0,0,0,5,2,7,71.42857142857143,53.41291,-8.24389
1993,Japan,0,0,0,0,23,30,53,43.39622641509434,36.204824,138.252924
1993,Jordan,0,0,0,0,1,7,8,12.5,30.585164,36.238414
1993,Kenya,0,0,0,0,1,3,4,25,-0.023559,37.906193
1993,Kuwait,0,0,0,0,2,10,12,16.666666666666664,29.31166,47.481766
1993,Luxembourg,0,0,0,0,3,5,8,37.5,49.815273,6.129583
1993,Malaysia,0,0,0,0,4,7,11,36.36363636363637,4.210484,101.975766
1993,Mexico,0,0,0,0,22,36,58,37.93103448275862,23.634501,-102.552784
1993,Monaco,0,0,0,0,2,4,6,33.33333333333333,43.750298,7.412841
1993,Morocco,0,0,0,0,24,19,43,55.81395348837209,31.791702,-7.09262
1993,New Zealand,0,0,0,0,35,36,71,49.29577464788733,-40.900557,174.885971
1993,Nigeria,0,0,0,0,5,3,8,62.5,9.081999,8.675277
1993,Norway,0,0,0,0,5,9,14,35.714285714285715,60.472024,8.468946
1993,Pakistan,0,0,0,0,1,3,4,25,30.375321,69.345116
1993,Paraguay,0,0,0,0,3,5,8,37.5,-23.442503,-58.443832
1993,Philippines,0,0,0,0,5,3,8,62.5,12.879721,121.774017
1993,Poland,0,0,0,0,3,4,7,42.857142857142854,51.919438,19.145136
1993,Portugal,0,0,0,0,10,23,33,30.303030303030305,39.399872,-8.224454
1993,Romania,0,0,0,0,12,5,17,70.58823529411765,45.943161,24.96676
1993,Senegal,0,0,0,0,6,8,14,42.857142857142854,14.497401,-14.452362
1993,Slovakia,0,0,0,0,1,5,6,16.666666666666664,48.669026,19.699024
1993,South Africa,0,0,0,0,113,108,221,51.13122171945701,-30.559482,22.937506
1993,South Korea,0,0,0,0,6,9,15,40,35.907757,127.766922
1993,Sri Lanka,0,0,0,0,5,3,8,62.5,7.873054,80.771797
1993,Switzerland,0,0,0,0,83,77,160,51.87500000000001,46.818188,8.227512
1993,Taiwan,0,0,0,0,1,7,8,12.5,23.69781,120.960515
1993,Thailand,0,0,0,0,9,3,12,75,15.870032,100.992541
1993,Uruguay,0,0,0,0,20,42,62,32.25806451612903,-32.522779,-55.765835
1993,Venezuela,0,0,0,0,7,19,26,26.923076923076923,6.42375,-66.58973
1993,Zimbabwe,0,0,0,0,25,27,52,48.07692307692308,-19.015438,29.154857
1994,Bahamas,0,0,0,0,8,18,26,30.76923076923077,25.03428,-77.39628
1994,Belgium,0,0,0,0,15,32,47,31.914893617021278,50.503887,4.469936
1994,Bulgaria,0,0,0,0,1,10,11,9.090909090909092,42.733883,25.48583
1994,Canada,0,0,0,0,21,35,56,37.5,56.130366,-106.346771
1994,Chile,0,0,0,0,16,19,35,45.714285714285715,-35.675147,-71.542969
1994,Colombia,0,0,0,0,17,20,37,45.94594594594595,4.570868,-74.297333
1994,Denmark,0,0,0,0,24,28,52,46.15384615384615,56.26392,9.501785
1994,Ecuador,0,0,0,0,4,6,10,40,-1.831239,-78.183406
1994,Egypt,0,0,0,0,3,7,10,30,26.820553,30.802498
1994,Estonia,0,0,0,0,1,3,4,25,58.595272,25.013607
1994,Finland,0,0,0,0,5,3,8,62.5,61.92411,25.748151
1994,France,0,0,0,0,220,271,491,44.806517311608964,46.227638,2.213749
1994,Ghana,0,0,0,0,7,5,12,58.333333333333336,7.946527,-1.023194
1994,Greece,0,0,0,0,2,9,11,18.181818181818183,39.074208,21.824312
1994,Guatemala,0,0,0,0,4,4,8,50,15.783471,-90.230759
1994,Hungary,0,0,0,0,7,12,19,36.84210526315789,47.162494,19.503304
1994,India,0,0,0,0,4,9,13,30.76923076923077,20.593684,78.96288
1994,Indonesia,0,0,0,0,3,5,8,37.5,-0.789275,113.921327
1994,Iran,0,0,0,0,6,6,12,50,32.427908,53.688046
1994,Ireland,0,0,0,0,2,4,6,33.33333333333333,53.41291,-8.24389
1994,Israel,0,0,0,0,26,37,63,41.269841269841265,31.046051,34.851612
1994,Japan,0,0,0,0,18,27,45,40,36.204824,138.252924
1994,Kenya,0,0,0,0,2,6,8,25,-0.023559,37.906193
1994,Kuwait,0,0,0,0,3,1,4,75,29.31166,47.481766
1994,Latvia,0,0,0,0,5,6,11,45.45454545454545,56.879635,24.603189
1994,Luxembourg,0,0,0,0,1,3,4,25,49.815273,6.129583
1994,Malaysia,0,0,0,0,6,5,11,54.54545454545454,4.210484,101.975766
1994,Mexico,0,0,0,0,8,13,21,38.095238095238095,23.634501,-102.552784
1994,Monaco,0,0,0,0,5,3,8,62.5,43.750298,7.412841
1994,Morocco,0,0,0,0,38,49,87,43.67816091954023,31.791702,-7.09262
1994,New Zealand,0,0,0,0,25,33,58,43.103448275862064,-40.900557,174.885971
1994,Nigeria,0,0,0,0,6,4,10,60,9.081999,8.675277
1994,Norway,0,0,0,0,4,6,10,40,60.472024,8.468946
1994,Pakistan,0,0,0,0,3,1,4,75,30.375321,69.345116
1994,Paraguay,0,0,0,0,5,3,8,62.5,-23.442503,-58.443832
1994,Peru,0,0,0,0,35,39,74,47.2972972972973,-9.189967,-75.015152
1994,Poland,0,0,0,0,4,4,8,50,51.919438,19.145136
1994,Portugal,0,0,0,0,6,13,19,31.57894736842105,39.399872,-8.224454
1994,Romania,0,0,0,0,8,13,21,38.095238095238095,45.943161,24.96676
1994,Saudi Arabia,0,0,0,0,2,6,8,25,23.885942,45.079162
1994,Senegal,0,0,0,0,1,7,8,12.5,14.497401,-14.452362
1994,Slovakia,0,0,0,0,13,15,28,46.42857142857143,48.669026,19.699024
1994,Slovenia,0,0,0,0,8,4,12,66.66666666666666,46.151241,14.995463
